audiocap_id,youtube_id,start_time,caption
14125,4kRDE90UGRg,50,"booming winds, splashing water"
14124,4kQtOchmM_Y,70,"as rain falls, birds chirp and a vehicle approaches"
14123,4kP60n9_ayU,7,traffic passes by
14122,4kNaIofHv7g,300,"humming of a distant engine, closing of a door, a man speaks"
14121,4kMg6-ASjMw,30,a ticking noise and a man talking
14120,4kLtbrBU19c,170,rain falls lightly with occasional large droplets
49696,OXFqeIhfadE,130,a man speaks while food begins frying
102634,zvieB60awwo,0,revving vehicle and low roar
102635,zvjApO8sl5E,20,someone snoring loudly
102637,zvqgk0JF9nk,50,a helicopter engine runs as rotor blades beat the air and a man speaks
102630,zvX0eI-qgDg,30,an engine vibrates as a clock ticks
102631,zveICtn-EY0,480,high pressure liquid spraying against metal as a man is talking
102632,zvfE-IU8RtI,210,sputtering of a motorcycle and sudden revving with someone speaking
102633,zvhLYFazp2E,26,a series of gunshots firing as a woman shouts followed by alarm sirens wailing
102638,zvtuR_8sgvI,30,a man speaks with insects buzzing nearby
102639,zvxEBvccATc,90,women speak with distant sirens
91359,rDHef6r9XtI,10,a person is snoring while sleeping
55199,SC4L2g5CxGM,20,a man speaks with a woman then a door slams and screaming takes place
11319,3Z6mQII012o,30,man giving a speech with banging in the background
11318,3Z6YDShJwCM,30,loud explosion sounds
71600,cfHhm5n23_0,30,spraying takes place causing hissing
33267,E7-7GNldmWo,60,birds tweet while objects are tapped
33266,E6zS7faz3qM,540,an engine runs as children speak followed by them laughing
11313,3YypZ-SiVjM,30,loud wind and loud whirring sound
11312,3YyVTiN_m2s,13,wind blows followed by a far away high pitched sound
18664,6mjQ0n-CcjE,30,a woman giving a speech
71010,cDPNL6B12fg,200,distant thunder roaring with rain falling and leaves rustling
85958,n6I2j9LkQNM,240,a woman and a kid talk while some objects hit
85959,n6Jx4pH-m-w,30,a clock tick-tocks and people speak
33268,E7-GtA3USzA,130,a man speaks while birds tweet
85950,n60NDO0O820,160,a drill spins nearby as a person talks
71016,cDksBdzy2jA,110,rasping scrubbing and sanding wood
85952,n67Nl29gqKk,90,a baby cries and people speak
85953,n6AvYpcSGSg,30,objects are moved around
85954,n6BMe4SpgI4,120,a faucet pouring out water with a blowing noise
85955,n6CdRMPCiZs,30,a train engine chugs and whistles as it moves away on the rails
85956,n6HLi_sSzLU,10,people cheering and applauding loudly
71017,cDqLKx4ajrU,80,children talking and shouting while a man shushes them
15658,5PVB7tXoDdc,30,a woman speaking over the phone
15659,5PXQ-2LX_Qg,30,"two adult males speak, and a large motor vehicle engine is running"
15656,5PRDmll4w5g,60,"food sizzling in a pan, a person speaks"
15657,5PTr656ii5g,10,"water trickles, a dog barks"
15654,5PPoP_CYfrM,30,small dog barking
15655,5PQzzYGAXB8,30,"an engine hums, followed by a low, mumbled male voice"
15652,5PNQM_Q2d4E,11,rattling and some spraying
15653,5PP_Tjq-otA,30,an engine idles and revs slowly
15650,5P8WZTb3fZg,30,"digital beeps, banging and roaring then jovial cheering and laughing"
15651,5PF3zD6xUwE,30,"water running, music plays"
41486,JC2yWA-VZqs,30,a dong echoes followed by a beep as a man speaks on a television show
17909,6RKHkrSZYcU,30,"a child is crying, water is gurgling, thumping is occurring, and adult males and a child speak"
78073,hMPkPngDh6k,0,aircraft engine humming and someone speaks
78072,hMNEmMW72bU,9,a loud hissing occurs as a machine runs
78070,hMIBoDepK9k,10,wind blows and a boat engine runs then a man speaks
78076,hMX0KGlaxB8,80,"a man and lady talking, dishes clanking and water running"
78075,hMWNmLXiP1o,210,man speaks while frying some food
78079,hMhn0PnyAlQ,40,a person is whistling a tune
78078,hMeXTzrbPtw,50,water flows briefly before stopping
39324,HodwsYFsFNA,220,a music is played while vehicles move
39325,HoeKI6W1Rpc,30,a steam engine hisses and wind blows
39326,Hoj0kdhiUvw,30,people talk nearby while some steps are taken
39327,Hoolj2Wa8NI,220,a person types harshly on a computer keyboard
39320,HoTd9nQeRrw,0,brief silence followed by a loud explosion
39321,HoVzb1FzHCY,30,rustling and humming with a man speaking followed by clicking
39322,HoW3I1ny6Gk,180,a man speaking briefly followed by applause and then a woman speaking
39323,HoaxukWXD50,490,a man speaks while some material is crumpled
39328,Hos9lLBRLPc,30,vehicles pass by while auto racing with a loud vroom
39329,HouvcCS9XUc,0,a vehicle moves and some liquid splashes
47574,N9BjOMVZ9aU,23,a beep sounds constantly
47575,N9EHfadgEco,30,typing noises on computer keyboard
47576,N9MI_4IgUvk,40,a horse gallops along causing clip-clopping as wind blows
47577,N9POv40jEJ0,60,a power tool whirring and drilling
47570,N8xYgqElp4w,40,birds chirp and wind blows
47571,N9-uDmwv81g,70,a woman speaks and a child cries
47572,N97nZLCNhG4,90,a surface is rasped
47573,N9AojMEFrcA,70,humming occurs as a door opens
17907,6RDHC1epWeE,20,dishes are clanging and a man speaks then liquid splashes
47578,N9S4MbYWZqA,0,high frequency vibrations of a power tool
47579,N9W_MImubeA,10,a woman speaks and a goat bleats
33255,E6l8LhYKan8,25,a train horn honks repeatedly as birds chirp and wind blows
4390,0jiVxRwk-60,70,"a man begins speaking, followed by a motorcycle engine, someone attempts to start another motorcycle followed by more talking"
4391,0jmA8pubdV8,0,A woman and man with their goats and bells.
4392,0jpK9KoFleI,100,a motorcycle engine is running and it passes by
4393,0jqxyFWSWmI,30,two high pitched chirps of a small frog
4394,0juk4vdMl-U,30,a car accelerating
4395,0k24FEu3TZY,30,a woman is giving a speech and a crowd applauds
3197,0Gx-P4j1_Ik,550,"a cowbell is heard shaking in a barn. hay is beatened, people make a noise, and a goat whimpers"
3196,0GwzCSLj7ac,30,"a car engine roars, tires tear through dirt"
3195,0GueIrl7jp4,10,an adult male speaks and a small motor starts
3194,0GudFRvZbSo,70,a  helicopter flying away
3193,0GtOi1PiOZU,30,an adult female and male speak and a car engine is heard
3192,0Gt-7aWNVgg,170,fly sounds buzzing and gunshot sound
3191,0GqM8a4BDRw,140,a male and female are laughing a lot
84842,mKath-G-CC8,220,a man briefly talks followed immediately by rasping noises
3199,0Gz3fMHuQCo,0,wind with man speaking
3198,0GxDN1Q-KM8,30,an adult male speaks and a crinkle sound is heard
77168,ghzxjNASHJg,40,wind blows and ducks quack
77169,gi-IX72RoxA,90,a man speaks with a child and laughs with a woman
77165,ghiVsxgXWlA,20,wind blows and a boat approaches
77166,ghmZxHCG2i0,20,a man speaks while birds tweet and a duck quacks
77167,ghz6s0fWy3Q,0,multiple rapid machine gun fire
77160,ghaAzCdX66k,80,"a man talks nearby, followed by hammering several times"
77161,ghbDqytWjgM,30,engines run while people speak
77162,ghbKqYdEFlo,21,an infant crying multiple times
77163,ghgnC9WOaZY,140,a race car accelerates and revs its engine as wind blows
8166,2HLtTNVcJLI,30,a man speaks followed by a large explosion and crash
81583,jvYaWXq_u-U,30,a person is typing on a computer keyboard and sniffles as water trickles and splashes
19409,77taEdKAR9Y,520,a woman is speaking and crinkling plastic
19408,77tWi0Hanxk,40,a man speaking with a plastic rattling
19407,77o2-YBA9UM,140,"a female voice talking while a thunderstorm is happening, with heavy pouring rain at the end"
19406,77nqH0HK8d8,22,a diesel truck is revving its engine and a two female voices are having a conversation
19405,77n_HAbgwlo,30,a man speaks and does a duck call several times
19403,77nE-AFUhn0,30,a man is speaking kindly and a dog yips and whimpers
19402,77iSnyBr9oY,310,gun shots with a man speaking directly with a distant male voice
19401,77iD484sVco,30,an engine running consistently
19400,77h7NnpETCg,100,a loud banging with the constant hum of a motor running
44055,Kr-hDaVwWb8,19,a loud engine idling with wind noise
47122,MqbACETeXvc,440,an audience gives applause and cheers while a man speaks
47120,MqUHxrXxxiA,10,an aircraft engine runs and popping occurs
298,-6edE-cOufc,0,a baby giggles a woman speaks baby giggles again
299,-6izN98y0Hk,390,water is lapping against an object
296,-6e29Ku0Dic,30,an idling sound of an engine of a small vehicle
297,-6e6jVqiuv8,280,drill working multiple times
294,-6Zv5GzJshs,8,static noise in the background followed by two adults speaking
295,-6axSq5UpRU,30,"an adult female and male are speaking in the background, a dog whines, and an adult female speaks"
292,-6YoqXs1e_U,30,a car engine speeds up and slows down
293,-6YsMnBIJ-g,30,a car  blinker signal is ticking then suddenly stops
290,-6WqJCSmkCw,70,a news broadcast with an anxious sounding woman and siren in background
291,-6X4xd4ggsM,30,an adult male is speaking
102569,zsFK7yvpNeg,70,a man talking over a radio as multiple gunshots fire followed by a man laughing
81580,jvT8J4R5kL0,100,an emergency vehicle siren wails and horn honks
47124,MqcqQZZepTc,30,frogs vocalize and croak as birds chirp
43989,KnxicypN2No,30,a helicopter engine generates loud wind and hissing noises
43988,KnxeBg4csq8,340,a man speaks and a click occurs then wind blows heavily
43981,KniufpODcOg,10,"wind is blowing and water is splashing and gurgling, and constant creaking and thumping are present, while an adult male is speaking in the foreground"
43983,KnsHSyk_mG4,10,a race car accelerates quickly while people speak
43982,Knpt-Y8Acz8,200,a man speaks as birds chirp and rustling occurs briefly
43985,KnviGe2Nevk,370,food sizzles while frying and a man speaks
43986,KnwQgvaVUNU,30,a person speaking with another laughing
42055,JZlsCt8YVIA,0,a siren blaring with people talking
42056,JZmufOdRCJA,10,people talk while some liquid flows
81587,jvgWxDGYF_M,30,wind blows and a man speaks while pigeons vocalize and flap wings
101389,ywjrf1xe8J8,0,a man talking followed by a vehicle horn honking then a child laughing then talking
101388,ywcHVxJOIrY,170,ducks are cooing and making noises
42052,JZjSp5rl4Lk,20,multiple people talk nearby as piano music plays in the background
80208,iuVzyJdi2vI,190,water splashes and wind blows
101385,ywHTe7d1YfY,440,water flows from a faucet and a man speaks
101384,ywEfSiMpx5E,20,a man speaking followed by another man speaking
101387,ywaB_i4Vbm4,530,a woman talking followed by metal shuffling then clacking while food and oil sizzle
101386,ywTvPBmXx0Q,10,humming and whooshing of a distant aircraft with wind blowing hard
101381,ywDEYUa9TG8,30,pigs oinking and squealing as leaves rustle and twigs snap
101380,ywBiC82Lld4,10,"several adult females sing, laugh and speak"
101383,ywEO89bcVLo,70,some rustling followed by a dog barking
101382,ywDW5azOHPo,30,"a woman speaks, and a pig oinks"
54564,Rn1K_MzE2Yk,0,a telephone rings repeatedly
46669,MZm4nyXhh3E,40,rustling and light wind
46668,MZi4AAgM7NY,30,an helicopter engine works nearby
15200,5CznDEW82U0,30,"a small click, faint mechanical humming"
85189,mZko9kbWPOs,250,bells loudly tolling
85188,mZjjd2uV-y8,29,an engine is accelerated making vroom
85183,mZ_mAkIZyqU,20,monkeys chatter loudly away and sound fairly close in distance
46663,MZYaM0EYB9M,30,a man speaks while a boat runs on water
85181,mZZ3wiljVic,260,crossing bells ring and hissing occurs as a steam engine whistle blows
85180,mZWv7Cp73hY,230,a cat meows as a man speaks and laughs with other people
85187,mZhteWeaQtk,340,a man speaks while birds tweet
85185,mZes3pPlZO8,30,a man speaks while vehicles moves
85184,mZaXm0wctus,13,"an ooga horn blows and then an adult male speaks as people talk very faintly in the background, then the horn blows again and the adult male speaks again"
6378,1Z3ciuA3Y3o,30,continuous running vehicle
6379,1Z454WVzXkY,1,An engine starts and a man talks
42320,JjMVj7zuNCU,380,a train horn blows as railroad crossing bells ring
72125,d232bZG52uI,0,a girl gives a speech
6370,1Yt2vKDMtaE,10,a man talks while angry bees buzz
12994,4GNasJv6pKg,160,food is sizzling
6372,1YwQWFBpxEg,30,loud continuous snoring
6373,1YwQpEtY7tM,310,birds are chirping and water is being splashed
6374,1YxBDw-i73E,30,clicking sounds followed by a clock chiming twice
81584,jvYmWos7PuM,60,"birds are chirping while a musical tone plays, an adult male speaks, and music starts to play"
6376,1Z-rkKo4d5c,14,machinery vibrating
12995,4GOAAgtUxzc,30,a dog growls very briefly and then goes silent
10141,34E3BeKVoIs,30,"the wind is blowing, an adult male speaks, and a motor vehicle is present in the background"
48548,NkqBWY0a3xk,560,"a man shouts, followed by an explosion and a man talking on a radio with faint gunfire in the background"
10143,34H2MivFO30,90,water running out of a faucet
10142,34Gd86yuwwM,230,man talking followed by blowing sound
70248,bg5JU0xsapM,140,rustling occurs as a man speaks and wind blows
10144,34HoVo450Lg,30,an engine revs several times
10147,34KE6EaiQrQ,30,water flows loudly and thunder rumbles
48549,NkquOO-DpLo,550,a door shuts and a man speaks
10149,34LA4c312EY,30,a horse is trotting
10148,34Kls9r9378,80,a child is laughing hysterically
70246,bftuQDik_Ak,30,telephone ringing
70247,bfwaD7Qoijg,23,a man speaks as a vehicle accelerates squealing tires while hissing takes place
70240,bfW370iTQLI,110,a person heavily breathing then sneezing followed by a woman speaking then a person coughing
70241,bfYa7qFNw9A,30,rustling occurs as wind blows and people speak while water splashes
70242,bfmdYJ6JIpA,0,a train approaches and a horn blows as crossing bells ring
70243,bfo4vDMKg4A,20,a man speaking briefly with intermittent loud bangs
41734,JMfAWv8qrMU,30,sound distorts into a microphone
12999,4GS1qyIcHWQ,30,a woman delivering a speech
41737,JMjfnzEGGgU,30,wind blows and birds chirp
48540,NkWIWHUxspQ,30,pigeons flap their wings and make sounds followed by a man speaking quickly
41733,JMWqTC6KzUs,12,a water tap runs and splashes
48542,NkasTKiudQU,30,spraying occurs as an engine runs in the background
48543,Nkatir27dVE,450,loud humming of an engine speeding into the distance
48544,Nkb-RhFR_t8,240,"several animals bleat, followed by birds chirping and singing, two adult males speaking, and a rooster crowing in the distance"
48545,NkhcJiuXEB8,30,music plays and a voice is slowed down extensively
60058,VY4KGn2hK_E,40,a man speaking on loudspeakers accompanied by an airplane roaring
81589,jvnT5rrQ-nY,30,pigeons vocalize and move around while men speak
48547,Nkpnnci4vxA,0,a man speaks and then another man screams loudly
1623,-bxEduFixK8,30,a person is starting the engine of a  medium sized vehicle
1622,-bwNQAw6d30,150,"motorcycle accellerates before a man yells ""go, go, go!"
1621,-buo9fBCT4c,30,man speaking in front of crowd
5181,13q-m47GYjg,30,man talking followed by brief music
1627,-c3E530ZhNE,160,"water pouring, bells ringing, and a man speaking"
1626,-c2oynJlCAA,30,a female giving a monologue type speech
5184,140R_92woio,30,a vehicle with engine revving and then idling shortly after
5185,149O2vhbDwg,2,low level white noise with a woman speaking in the background followed by a slam
1629,-c3wgXZdT-Q,30,"water pouring and a man, woman and child laughing"
1628,-c3Yd5K8qN4,5,"an engine idling, then revving up"
84278,luikfo9Gru8,0,a gun fires multiple times
32865,DtujnSM1Rbo,410,some wood object is rubbed with an electric tool
81588,jviaGVJm9w8,20,a person making snoring noises
84272,luSMYTySSOY,30,a boat engine runs while people speak and cheer
84273,luXi8uOO6Nc,30,a man speaks with a woman as humming and thumping occurs
84270,luOVQgVYejE,420,a boy speaks and types on a computer keyboard as a video game makes special effects noises
84271,luOWIFDXxwo,0,a helicopter hovers nearby loudly
84276,lueSK5qjscc,30,an infant talking followed by liquid slurping while a young girl speaks through a television speaker in the background
84277,lug9rO_5UGU,50,a goat bleats as the ground is shuffled and a bird chirps
84274,luYWAHJjN8c,20,an animal is snoring while sleeping
84275,ludYuc5srhU,30,a person makes vocal noises and a duck quacks
57041,TTVcPW7uNa0,60,men and women talk softly in the background while wind and surf loudly increase in moderation
15712,5QwkWyJ5F4w,30,man speaking and making bird chirps
94831,ts5-ikLVSdc,24,whooshing and humming of a helicopter
94830,trxqhiJCr2E,30,an aircraft passes overhead and people cheer while clapping
94833,ts6BI7XgblU,9,several human voices simulating meowing sounds
94832,ts5aXSShejY,70,a helicopter engine runs and hisses
94835,tsMlDQ0Qx3g,10,a telephone rings then a woman speaks
94834,tsE4K9Sxbu8,60,diverse toned beeping and a girl speaking
94837,tsWgXHjOnWg,23,a construction vehicle engine running idle then accelerating with air pressure hissing
94836,tsRjWtZAND4,30,a mumbled female voice speaks while insects buzz in the background followed by a woman narrating forcefully
94839,tsaZ5lgmGpk,0,beeping occurs while insects buzz and squeaking takes place after a clunk occurs
94838,tsZivyPeRpI,30,a soft spraying sound
57040,TTRjKh6sh2Q,0,a door sliding close followed by metal clacking together
102564,zr_8dlrRcIE,190,hissing with some rattling and wind blowing followed by a train horn blowing
42511,JrEyoiT9_C4,210,people talking with crinkling noises
102565,zrlnbE7Lgps,60,"wind rushes as a diesel-electric train runs, followed by a steam horn"
40286,IRL8HYmRufk,30,hissing occurs as spraying takes place
83725,lVSB02IgD-c,310,a man speaks while a power tool runs
83724,lVNIqXdpIpQ,15,a constant loud reverberating vibration
83727,lVe4wUqAzw8,150,a very loud hissing and humming occurs
83721,lVAPg1giCr8,10,an engine revs and tires squeal as the race car speeds away
83720,lV8jV4o-mvU,280,a woman speaking followed by a door slamming
83723,lVM9xQw5Tt4,0,a siren noise and a vehicle honking
83722,lVLo37JEnlw,0,a child speaks and laughs while music plays
42515,JrRI_tVzeGQ,30,a cat is purring while tapping occurs
83728,lVlQGnhmGGU,20,a vehicle engine revs and squeaking occurs
42514,JrQQdyXrtv8,230,a man speaks then birds chirp in the background with rain
89547,pnqAtljyefg,190,several people burp while someone speaks
89545,pnls3ZMlZbI,0,a person is snoring while sleeping and wind blows
89544,pnghxRuRRcA,60,a click occurs then dialing occurs on a telephone
89542,pnaiXj8HQ3E,30,a man speaks as wood is sanded
89541,pnaepUk4-jg,30,a sequence of birds chirping and a faint siren are in the background when a low voice male speaks followed a series of male and female radio voice ads
89540,pnaNw0Pik9I,70,girls laugh and speak
89549,po-iqaVg9z8,0,a dog whimpering and howling as another dog barks
89548,pntacFVyg8E,410,birds chirp continuously and a light rattling occurs
80720,jHv726cD6TQ,10,a man speaks as thunder rolls
19785,7IcaZeNHTY0,9,a man talks then something pops and then people begin yelling and talking
19786,7IdN3WI_DW4,30,a deep-throated car engine is being revved up
80723,jI8-_usilWE,0,motorcycle engine running
80724,jI9-2fdg64M,20,ambient rustling of trees
4972,0z5zwQfRLMA,30,bell ringing and man speaking with a motor sound in background
57044,TTf1SCNAiHo,30,buzzing of insects followed by as short silence
80726,jIFVYsWs49s,10,an engine works and is accelerated
80727,jIGlGnz4ecs,510,several objects hit while some liquid flows
97013,v_1WXidxA5w,30,an engine is accelerated making vroom
4973,0z97A0GYhAQ,20,someone is typing on a keyboard
57047,TThtNyAymdw,30,a loud spraying occurs continuously
97014,v_2W9FT2N4c,100,a person sneezes and sniffles
97015,v_F8iZlEOSU,290,a man talks while insects fly and birds tweet
92868,sM9e90vhUIA,20,a baby crying with some rustling and a person mumbling
7523,20VCrMzRGXw,30,a stream is flowing
7520,20RwAJ4dtSU,80,sirens and dogs howling
7521,20SQ6TwjChc,550,a motor is idling then revs up
7526,20XqDhsjlDQ,30,a man is performing a speech
7527,20Z5uo66ycI,30,"humming of distant traffic, a bird chirps, a woman speaks and a child whines"
7524,20Vre5HDQkY,30,a large farm animal screams
7525,20W_m4t6ths,30,a man is narrating in a monotone voice
92860,sLjLZyuuL7c,5,an emergency vehicle siren wails and rumbling occurs as brakes squeal and people speak
15418,5Iz0yNdnUWE,10,"loud humming of a motor, car horns beep then the car speeds up with wind gusting by"
7528,20ZH7nWhgzo,30,water rushes by while birds chirp
92863,sLoacYwhQS0,13,"environmental noise sounds, birds tweet and a woman laughs"
92864,sLtTAzAzBhY,23,water splashes and an engine runs then a man speaks and dog barks
92865,sLupCBikEZA,30,a clock tick-tocks and tapping occurs
92866,sLyKotsr8tM,23,wind blows and a horse neighs then a woman laughs
92867,sM2tvbElLrI,7,an engine running consistently with light wind and rustling
97019,v_jXJ0T2zDk,520,a man speaks as bees are buzzing before a dog howls from a distance
71785,coT09SF2f44,0,a vehicle horn honks in a musical pattern
88636,p8Z34hXzkNM,11,a child cries as a man and woman speak then laugh
88637,p8aB5SFDRzk,130,a guitar is playing as someone sings and whistles
88634,p8Thq9e3DLY,30,a man and boy speak as water splashes briefly
88635,p8TpvWGBThw,20,a power tool runs loudly and hums
88632,p8KUQk9u84s,310,a man talks while sheep bleat
88633,p8MfC39tJVE,30,several people talk while some liquid flows
88630,p8DN1RE0QaE,30,multiple frogs croaking
15415,5IqWQ6jEKqE,60,cat purring and meowing
8110,2Fy5zqWal5w,30,a pig squeals as a dog barks and child talks
88638,p8ioyc3Ai_M,20,a vehicle moves nearby while the horn is triggered
88639,p8kCJfj0Xn4,30,a bell ringing as a train passes with a humming engine and blowing horn
10970,3PjLJFYekos,70,wood is being sawed and a man speaks
69497,b6RSnHvox3E,120,beeping occurs continuously then a man speaks
10972,3Plb1QZBuZo,6,vehicle starting with faint speech and heavy wind
6926,1lMN9N4DBOc,130,thunderstorm and rain
10974,3PtG5t2mMCk,30,a man is talking and clicking a mouse
10975,3Pub6WRTMgA,30,"water is splashing and gurgling, the wind is blowing, and rustling occurs"
10976,3Pwb1s61nlc,30,vehicle idling then revving
10977,3PxyZDi24Hc,40,an aircraft engine is revving up
10978,3Q-dpOJQVN0,180,"an aircraft engine is running, and an adult male speaks"
6921,1l63PpHJ_lE,30,a man speaks followed by a rapid knocking noise
92774,sHew-M0dlw8,190,a child speaks then whispers as people speak in the background and a television plays
100667,yLuliLDgds4,440,a man speaking followed by a chime
15411,5IgWbUxCHl0,170,high pitched vibrations and rattling
8114,2G1HoFwTVj0,9,a man giving a radio speech
8115,2G2H1jm58XU,30,"vehicle motors are running and a horse is walking, and an adult male speaks in the background"
100663,yLePJ8mmoPs,100,a man talks while ducks quack
100662,yLXkxxu8FIQ,140,A vehicle approaching nearby and then getting farther away.
98022,wIsc5UPaUzY,30,vehicle horn honking and a person talking
7712,25QyAoGrGw8,80,people are talking and insects are buzzing
70358,blNxpARwNLs,270,a man talking followed by several rasping noises
65462,ZIxst2akB-s,410,a man speaks and types on a computer keybaord
65463,ZJ11YYwoVo8,8,scratching occurs then an explosion followed by a man speaking and laughing
65460,ZIsy2cp7CoE,120,a drill runs briefly
65461,ZItaV_-5EYU,300,"wind is blowing hard, repeatedly followed by an aircraft engine loudly decelerating"
65466,ZJ5ZlDEJiIc,0,a person snoring with mechanical humming
65467,ZJ6GlWwRzFg,270,a man speaks while some wood object is handled
65464,ZJ29cu-O2cM,290,a man speaks as food sizzles and music plays
65465,ZJ4ukdPqIf4,110,a sewing machine runs and clicks
64591,YhKhCEPShQQ,320,someone belches and a woman laughs
64590,YhKRhfIfrqo,30,someone whistles while people laugh and talk
2277,-tcw3CYxvwI,30,using a brush in an attempt to clean something
2276,-tb1M-QeCjI,20,an emergency vehicle siren is sounding and the horn is blown
2271,-tSPCa-VLS4,30,"a man talks about a race that is occurring, with the speeding cars also heard"
2270,-tPir2sbjyI,22,clock chiming to announce the time
64597,YhZERBlRyGM,25,rustling with water splashing and some cracking
64596,YhWhuwjwHv4,510,people talk and laugh while some liquid splashes
64599,YhdpTRQyELs,40,a woman gives a speech
64598,Yh_UtDM00l8,420,a train running on railroad tracks followed by a train horn sounding with wind blowing in a microphone
2279,-tf1RwRbKDA,17,panting alike followed by the steady stream of water
80234,ivcat5smues,60,Dripping water precedes random clicking and a person breathing quietly.
63631,Y1qoE4r1Gf8,40,a siren whales and a horn blows
46278,MJy2YEUAQrw,0,several frogs croaking
46279,MJyL-OTTT78,50,a child cries repeatedly
46274,MJoeYujS0cg,10,an animal vocalizes and goats bleat
46275,MJokBJ5Yu0w,130,Some stream is released with a hiss.
46276,MJpEs1ENX3k,130,"a saw runs, stops, and runs again and wood drops onto wood"
46277,MJtAWQmNFIs,0,several explosions and banging occur
46270,MJgmLPR-KqM,0,wind noises and and engine starting up
46271,MJi6UiRvVO4,560,insects buzz and birds vocalize as a man speaks
46272,MJjZ07Ksz1k,30,an engine idling loudly
46273,MJjroWlPEo8,0,loud burping and laughing then a girl speaks
17283,68ijV_btmC0,370,frying food followed by a snap then a woman speaks
17282,68g_3E1xeGc,0,whistling is ollowed by singing
17281,68f7QWvnVY4,0,music is mixed with tires squealing and an engine revving
94014,tEA9jz6bGIw,10,birds tweet while someone laughs and something hiss
94013,tE1l-29DbEI,30,several pressurized air sprays with metal clanging briefly as a crowd of people talk and wind blows into a microphone
17286,68s6dl7LVh4,21,sirens and horns playing loudly
17285,68ovAQXXofA,30,a dog is barking in a high frequency and a man speaks
17284,68nJzfThPJc,29,a dog barking and a person giggling
17289,68tnxFCAn-0,30,steam hissing and people laughing
17288,68tSXQ63nuA,270,digital beeping of an alarm followed by more musical ringing and a person speaking
94019,tENS9-nO7SU,19,wind blows and people talk while something tings
94018,tEKCYyQVG7k,10,high frequency humming of an engine with wind blowing hard and loud revving of an engine starting
63241,XkkpbiCXnRE,30,a machine motor sharply humming during high pressure spraying
40962,Is2aoI4g6Ag,50,a vehicle horn honks and people laugh
11623,3gEkBQ3FJI8,30,"multiple men are talking, laughing and screaming out loud in a outdoor setting"
63639,Y259Ah-wT3g,0,a dog barks and a man speaks
11621,3g8dJQG3wpY,0,people speaking in another language with birds chirping in the background
11620,3g5eP_KEw00,250,2 clicks followed by a screech and train engine acceleration
11627,3gJkDVFdBSc,30,"horns are blowing, emergency vehicle sirens are sounding, motor vehicle engines are running, and an adult female speaks"
11626,3gIWUjNtmHE,30,"an adult female speaks, and a child speaks and cries"
11625,3gFvmULZ188,30,man speaking and a dog whimpering
95521,uNP2GAIOa8A,250,"in an otherwise quiet environment, faint speech from an electronic device is present in the background while a bird whistles and trills in the foreground"
11629,3gMR3MNpWXQ,340,a vehicle engine idles then is revved up as music plays in the background
11628,3gLYS1VIO_M,60,large rattling followed by a power tool
64335,YVRr32Uucmg,30,rain falls onto a hard surface
64334,YVQJ5uD47t8,350,a soft electronic buzzing alongside sharp filing before heavy sanding against a wooden surface
64337,YVXx7j-zVZE,240,a woman speaks as food sizzles while frying
64336,YVW3fIUuqXY,30,a remote-controlled helicopter flies while a man speaks
64331,YVHGW2sICP0,30,several birds tweet and flap wings while a dog barks
64333,YVPrRZMWUIQ,10,firetruck wailing its sirens and getting closer
64332,YVJ7G7pMKSA,400,a number of bees buzzing followed by faint spraying noises and rattling sounds
64339,YVcx5R32spo,90,a vehicle runs squealing tires then comes to an idle
64338,YVZAFqLqg0I,19,a steam machine is making a hissing sound
102388,zjMUIoBgjSs,140,a man speaks followed by cooing pigeons
102389,zjNPjLAI0DE,140,a truck struggles to drive forward while the wind blows and two men speak
102384,zj7digcn7UI,350,compressed air spraying as plastic rattles in a metal container followed by paper crinkling while a man talks and vehicles drive by in the background
102385,zj9-BpdRhw4,30,water is running and gurgling
102386,zjAaLBJlm3A,180,a muffled telephone ringing followed by two electronic beeps as a woman is talking
102387,zjJdLCtKccA,17,a vehicle driving at a high rate as police sirens wail followed by tires skidding and a vehicle horn honking
102380,zj1IV7DpfcE,27,pigeons cooing as a dog is barking in the background and wind lightly blows into a microphone
102382,zj3dAmcS47o,210,tapping sounds with people talking and a phone ringing in the background
102383,zj7DFqZJ0x0,10,a bell ringing repeatedly during footsteps walking on grass while a vehicle engine runs idle in the distance and wind blows into a microphone followed by audio static then a goat talking and a loud metal clack
19872,7LjbO6SZrFc,30,a man is giving a speech in a foreign language into a muffled microphone
19873,7Ljsl6dvefo,110,something is being sanded down while a man narrates
21064,7wKaYxf3cQ0,30,two men speaking and spray machine being turned on
67028,_NtB_MsDKW4,20,fire crackling followed by high air pressure releasing then a woman speaking
95767,u_L7mKBi8Vg,30,car revving motor then squealing tires
95764,u_DERuUNwSY,30,rapid gunfire is shot close by as a man yells
95765,u_DOT7tVbjU,0,"loud, close by gunshots over and over then a moment pause to reload and begin again"
95763,u_D4OMKaAPQ,60,a man yells then a goat screams and a pop occurs then he laughs
95760,u_2yn5wrdXI,130,a helicopter engine whirring and thrumming
95761,u_4yX6bZ5I4,50,a chainsaw idles then runs cutting a solid object
67020,_NZF6kpW7Jw,60,"a baby laughs as a man laughs, and then a man talks"
67021,_N_cUtALnVw,130,a loud sawing and grinding sound
67023,_NeqFFZCzEg,30,multiple birds vocalize
67024,_NhmzumoxCQ,0,a vehicle engine starts then revs and idles
95768,u_YjbG6OL1Y,18,a vehicle accelerates moving away
