audiocap_id,youtube_id,start_time,caption,dataset_source
48489,NiviOeDc1jQ,10.0,a series of a person belching followed by rapid plastic clanking,train
47980,NPSkAEZfJHQ,0.0,clip clops of a horse with people speaking and clapping,train
91719,rUQR1HP28oQ,20.0,squeaky toys have blare loud squeaky sounds,train
91718,rUP_vKi3gKw,10.0,a person is typing on a computer keyboard,train
91713,rU4nDDSCR6o,190.0,an rc helicopter motor runs briefly,train
91712,rU2IHmdcW0M,220.0,a solid object is being filed and a man speaks,train
91711,rU04CxbwzJA,10.0,wind blows as water splashes,train
91710,rTzthQiLNfc,30.0,birds chirping in the distance as thunder roars in the distance followed by thunder loudly clapping,train
91717,rUMaCc34JeY,20.0,people speak and birds chirp before a sewing machine runs briefly,train
91716,rUCa1azxUD8,30.0,a man speaks while a clock does tick-tock,train
85069,mV58dcLWQo0,0.0,a loud burst followed by people speaing,train
50493,P1Wlv1SqBcQ,270.0,an emergency vehicle siren wails and an engine runs while people speak in the background,train
50492,P1VqfXwBqz0,14.0,vibration occurs as a vehicle engine idles while wind blows,train
50491,P1Ujyhw9DyQ,12.0,a person snores while sleeping,train
50490,P1QiStEeMJg,80.0,music plays then rain falls onto a hard surface and thunder roars,train
50497,P1nz-qO2Rwc,8.0,an animal vocalizes while people speak and clip-clopping occurs,train
50496,P1hblkmDjE4,250.0,a vehicle engine works in idle and then accelerates,train
50495,P1gvJH86uKs,30.0,loud hums of engines with men speaking and laughing,train
50494,P1fARcvIMOE,570.0,a dog barks far and a man speeches followed by a siren,train
13778,4b2D_WGY8WY,80.0,"rapid gunshots, a man screams",train
50499,P1rCrCFSlwY,70.0,a motorcycle engine decelerates and a man speaks,train
50498,P1p7ogB8NGE,90.0,a man speaks as water splashes while water runs,train
93710,szk_SrB9LZY,30.0,drumming occurs followed by insects buzzing,train
93713,szwq8PmLFBM,30.0,a loud beep occurs and a machine runs,train
93712,szszpg7hc8I,390.0,a motorcycle engine runs and a man speaks as wind blows,train
66588,_3YBxqFNN0Q,30.0,a vehicle passes by,train
93714,szx7nMRZSIY,80.0,a drill runs continuously,train
93717,t-8GhuOmWzI,0.0,heavy rain falling and distant thunder followed by a loud crackling thunder,train
85065,mUoKIbN3MSM,40.0,a vehicle engine idles and revs,train
93719,t-EUJTTjxmc,30.0,"music plays, birds chirp, and a gun fires",train
66585,_3R31PvUCyU,20.0,a train running on railroad tracks passing by,train
66586,_3RvCwwIZ4w,10.0,a person sneezing and a man speaking,train
66587,_3XKSJyLmjw,20.0,goats bleat nearby,train
66580,_3DTqWAtLS0,20.0,an infant crying and distant murmuring,train
66581,_3FPWINbQ4Y,30.0,a woman talks nearby and a metal object is tapped,train
66582,_3FhIBhGFfI,20.0,"objects come in contact with a surface, after which a goat bleats",train
66583,_3HDDrGCv8Q,10.0,a vehicle engine accelerating with a series of tires squeaking and a man laughing,train
27697,BBU1R3d1IsU,30.0,idling engine and people talking,train
27696,BBTAciSOgiU,260.0,loud snoring and a cough,train
27695,BBStmrmIQ0g,6.0,a frog croaking and insect buzzing frantically,train
27694,BBPH6tJg83w,510.0,a child speaks followed by a dog whimper,train
27693,BBP8J1haCSg,130.0,crinkling occurs followed by beeping and then banging,train
27692,BBKRJy2pDtc,90.0,a motorcycle revs lightly as women talk in the background,train
51548,PhyzQgpMQgM,380.0,a woman speaks then whistles,train
51549,Pi1_cXMnIX4,40.0,a sewing machine works followed by a woman talking,train
51546,PhppImNn8lQ,30.0,birds chirp and a vehicle horn honks after clicking occurs,train
51547,PhsrNDVWKPM,0.0,a child laughing and speaking then a man speaking,train
51545,Pho8AIoQyfQ,8.0,children and a man speak as a goat bleats,train
51543,PhbljMbtL4U,30.0,a helicopter engine runs,train
27699,BBailO5jLFU,20.0,a bird sound and cry,train
51541,PhTDPoxHhD8,30.0,people speak and steam hisses,train
61679,We_CcyM8o_U,29.0,a helicopter passes overhead,train
61678,WeX5q0SJSCk,30.0,a man talking as a crowd of people talk with a woman laughing followed by another man talking,train
53820,RH2Pa9pvbB4,0.0,a whoosh occurs followed by beeping briefly,train
61673,WeLYDf_NwY0,570.0,something is played with and then a small motor starts up and squeaks,train
61672,WeJD6puBpIk,130.0,someone whistles nearby and then talks,train
61670,WeAZEJUSDbQ,9.0,a person types on a computer keyboard quickly,train
61677,WeTN1Z8cs3E,30.0,a vehicle engine idles and people speak,train
61676,WeT-aIRiBy0,10.0,a vehicle engine revs and tires squeal,train
61675,WeOsZnaageY,340.0,a man speaks while typing on a computer keyboard,train
61674,WeM2IAnQhBM,460.0,a man speaks while insects buzz,train
60988,WC6KN_ckSww,400.0,humming and vibrating of a power tool,train
60982,WBxs6g_Shp0,260.0,rain falling men splashing through water man speaking,train
60983,WBzpXLFtbbQ,15.0,an engine runs and water splashes while people speak,train
60980,WBrN5s1Y_I0,60.0,a helicopter engine whirring followed by a series of gunshots,train
60981,WBvTHCbdcWQ,20.0,shuffling noises in the distance with lite trotting,train
60986,WC5tS2MneVU,430.0,a man speaks followed by several people applauding,train
60987,WC61Qp2bt-s,170.0,an engine hums and skids on dirt as car speeds past,train
60984,WBzqCUE2XLI,580.0,an engine is running loudly,train
60985,WC0IU37nI3U,30.0,birds tweeting and cooing,train
65800,ZWcf8uzZm4o,0.0,"children speak, a person yells, and someone laughs",train
65801,ZWgBxO3h3sQ,110.0,a train approaches blowing its horn and passes by with tracks clickety-clacking,train
65802,ZWhpR0Y8uj4,10.0,slide sound then male speaking,train
65803,ZWjeYSNwUiA,0.0,humming occurs while tapping takes place then a drill runs,train
65804,ZWmBB6za9-s,170.0,a man talks while objects are hit,train
65805,ZWouRxUi2I0,30.0,birds chirp and an insect buzzes before music plays and a frog croaks,train
65807,ZWv1g-qd6q8,30.0,"a baby cries, while two women react to a screech and then laugh",train
65809,ZX-dM62vjeM,40.0,a horn is triggered followed by a bell ringing and a vehicle moving,train
22188,8V0V0OfJ6-Q,30.0,a loud machine sawing into an item,train
22189,8V0e7Fv99Uo,21.0,a baby is crying while a women mutters something in the background,train
22180,8UiMa-0E2ic,30.0,a long chime sounds followed by silence,train
22181,8Uip3YiRu2g,210.0,suppressed rapid gunfire,train
22182,8UlnZV36ZgQ,30.0,a female voice making a speech,train
22183,8UqQfLQcuqo,30.0,a single male voice speaking,train
22184,8UsNo86TT64,30.0,"some wind blows, a person walks and a baby starts to cry",train
22186,8UuIvyT27Pc,120.0,a woman talking while food sizzles in the background,train
22187,8UwvJl-eurw,30.0,a person is whistling to the music,train
52891,QbCApR4u1D8,30.0,a cat meows as people speak,train
52890,QbBpR4yhQZo,430.0,a waterfall falls down nearby,train
52895,QbOkYX-PztU,70.0,a high powered engine humming as it speeds into the distance,train
52894,QbIWLLo7Fpg,10.0,two men speaking as a stream of water flows and trickles,train
52897,QbU56J2KkAs,200.0,several goats bleating,train
52896,QbP5DYreRBY,7.0,water splashes and wind blows as a boat engine runs,train
32158,DXEJGfmDHQU,70.0,a train horn sounds and tracks clickety-clack as people speak,train
32159,DXF9dQHJKMs,0.0,an engine accelerates briefly,train
32153,DX4-Q_mv_kU,0.0,an electronic device motor buzzing followed by a group of people speaking while music plays in the background alongside a muffled vehicle engine running,train
32151,DWvUXYcXhAA,30.0,a man gives a speech and a crowd cheers then laughs,train
32156,DX6gqdiqzJk,430.0,a woman speaks with a few background noise way off like a baby and birds,train
32157,DXCoopGR3JQ,130.0,two clanking sounds followed by a women speaking,train
32154,DX4MtfxBSGo,50.0,women speak as a person snores while sleeping,train
32155,DX6Y7ZE0Apk,0.0,wind blows and a door is opened,train
69061,aneVK2bYrIA,70.0,a train horn blows and railroad tracks clickety-clack,train
75207,fIGt19Bybu0,22.0,several remote-controlled toys whirring,train
75206,fIFu6KOc-OA,140.0,a muffled bus engine accelerating as an air ventilation system runs while a group of people talks in the background,train
75205,fIFmHY0RjVI,160.0,food sizzles and a woman speaks,train
75203,fI8I6qCSWC0,220.0,a machine runs causing steam to hiss,train
75202,fI6FxcotKHQ,30.0,a vehicle engine runs and brakes squeal as a woman speaks on an intercom and others speak in the background,train
75201,fI4oo3snmLs,140.0,tapping occurs while food is frying,train
75200,fI4nPeC81yM,30.0,wind blows and thunder roars repeatedly,train
75209,fIStQQFxb_Q,460.0,metal clings together and food fries,train
80661,jFGJKtTyyAY,30.0,video game music and special effects play then a duck quacks,train
2126,-pMUNgZRe5g,430.0,hydraulic and acceleration sounds with considerable wind noise,train
80663,jFOTuQfq8ZY,30.0,an industrial motor is running and prolonged hissing is occurring,train
19686,7G-3B7CcjkA,30.0,several dogs are barking and a woman is talking over them,train
80665,jF_Z51wHHNw,480.0,"a person talks, and then fingers type on a keyboard",train
80664,jFYZoUT3cik,24.0,a pig oinks nearby several times,train
14030,4i21pPtahz0,30.0,"water is running, splashing and gurgling, and people are talking and laughing",train
14033,4i6kKBjk-v8,30.0,faint murmuring and engine chugging,train
14032,4i6L0DmJYH8,30.0,a man speaking a foreign language followed by a dog barking,train
14035,4i7H6zGHJ98,370.0,a sewing machine is being used and a man is speaking in a foreign language,train
80667,jFa7ZNvN1AM,0.0,several insects fly nearby while birds tweet and some objects are moved,train
14037,4i7yCv5Ar3o,25.0,engine vibration with some voices in the background,train
14036,4i7Z_Z8gd7E,120.0,a crowd cheers and a man speaks,train
14039,4iAmx7Vqdhg,110.0,The sailboat cruises across the top of the sea with the help of some strong winds while people talk in the background.,train
14038,4i9j3U5taM0,30.0,a man is doing baby talk and a dog whimpers slightly,train
80666,jF_zAV4hHKg,270.0,a truck engine idling while another car passes by,train
3298,0J5N5DPsJuA,50.0,"dog is barking , people are talking",train
53400,QyNnPH3Z6iU,25.0,birds chirp and objects are moved around,train
3294,0J0sN1xeDZM,30.0,a dog is barking and water is splashing,train
3295,0J187Im48v4,0.0,a low rumble that get's louder,train
3296,0J2fkh2mAqA,30.0,group of people yelling,train
3297,0J5BQeVLraM,30.0,the sound of an engine idling,train
3290,0IxjtRdr6PM,0.0,car horn beeping outside,train
3291,0IyQ6rKe6RI,30.0,a crowd cheering and laughing,train
3292,0IzdO1KoADg,360.0,two men talking over the sound of an engine,train
3293,0J-QE5kEvg0,60.0,man speaking as goat bleats and other farm animals faintly making noise in the background,train
54501,RkjcQH0ZZDc,80.0,a whoosh occurs briefly,train
28918,Bn2VW6Lw1Iw,26.0,a woman speaks followed by a man speaking and music playing,train
11913,3nnrL-v_iUA,30.0,an individual is scuba diving in the ocean,train
57377,ThX4a0J9E20,30.0,a man speaks and a beep occurs,train
57376,ThUZzrYsVGE,40.0,fast typing on a keyboard,train
57375,ThUAAmLjUKM,20.0,thunder roars and echoes,train
57374,ThTFR0bnIGo,30.0,a vehicle engine works,train
57372,ThKlH8BAzsk,30.0,a boat engine runs and wind blows,train
57371,ThDocS9ePZg,100.0,clicking occurs as an object is moved around,train
57370,Th3kVW2wWjQ,190.0,a stream of water flows and birds chirp,train
54505,RkqS_qCM9To,30.0,a vehicle engine revs and idles,train
57379,Th__LFEWepw,420.0,a saw runs cutting an object,train
57378,Th_SBJ78oEc,30.0,birds tweet while vehicles move,train
33609,EJr6MusXp-o,26.0,whistling and woman speaking,train
33608,EJqHWdrUXyQ,490.0,a man whispers and moves dishes around,train
18208,6_aaPAoVO_0,130.0,something is clacking and a small animal is trotting around,train
18209,6_bn57HGY20,60.0,water running against background music,train
18207,6_U7zAX1RVc,130.0,horse trotting while a man speaks,train
33607,EJoAZr_AsQ0,320.0,insects buzz and objects are moved around as a man speaks,train
33606,EJlLpqRCQZc,480.0,a person talking as a toilet flushes,train
18202,6_NXQKrg4as,0.0,wind is gusting while a jet engine is running,train
33600,EJTvpK2QPdE,110.0,birds chirp and livestock vocalizes as a woman speaks,train
33603,EJYAku_ain8,30.0,humming of loud engines with wind blowing and people speaking,train
18201,6_KT6UGn5hM,30.0,a woman is giving a speech,train
54509,Rl0eTvTHEqA,30.0,an engine roars loudly nearby and revs up several times,train
38729,HQynuQkl5mE,130.0,shuffling noises followed b a motorcycle engine starting,train
38728,HQxVWwjuwFA,50.0,"a pump inflates with pressure, followed by a man talking loudly",train
38727,HQtRH3Jp_20,0.0,wind blows and waves crash against a shoreline,train
38726,HQt4TSAuohw,0.0,a howl in the background followed by a woman screaming in terror,train
38725,HQpgkH2xGPg,20.0,a woman speaks followed by a man snoring and then sighing,train
38724,HQmuQfHBpKc,20.0,a child speaks as hissing occurs and a man snores while sleeping as a woman speaks briefly,train
38723,HQm1524j-Kw,20.0,a dog howls nearby loudly as an emergency siren sounds nearby,train
38722,HQjeyfs0C9w,50.0,people speak far away and an emergency vehicle sirens sounds quickly,train
38721,HQj4TRRIohs,170.0,a woman talking followed by water pouring in to a container,train
38720,HQhmJF417n8,70.0,a baby cries with a person speaking on the television briefly,train
30558,CfSLr7cOMb0,5.0,rustling with people speaking followed by a burst then laughter,train
30559,CfTtig2dqJs,550.0,ducks quacking with some light rustling,train
88133,oljiTfratHM,10.0,people talking and race car engines revving and skidding,train
30550,Cf7je79Is88,30.0,"birds chirp and people speak in the background, tires skid and screech to a stop, a car horn blows, and motor vehicle engines accelerate and then fade away",train
30552,CfEHqU1Tq-4,30.0,explosions occur as water flows and whistling takes place,train
88132,oli4hlyJMXQ,10.0,an vehicle engine works in idle and increase rotation,train
30554,CfHPXNUZHL4,30.0,a man narrating on a microphone,train
82070,kHQu9S6ayxU,30.0,a spraying occurs constantly,train
30556,CfO7_WUGHVw,10.0,a door shuts and a hissing occurs,train
82071,kHVdpFWhins,120.0,someone talks while some liquid flows followed by a beep and shouts,train
40119,IKbPgWZ_gww,70.0,sewing machine running rapidly,train
40117,IKUBRpWF2S4,30.0,people speak and spraying occurs,train
12543,43vgLh6-BW4,30.0,a woman is speaking in monologue to a crowd who cheers,train
40115,IKQBehM7Q2c,30.0,an oinking of a pig and static noise,train
40113,IKJd7bGI72g,40.0,a man and child speak with one another,train
40112,IKGkRDhJY2o,40.0,ducks quack nearby,train
40111,IKFQSy52UVQ,30.0,a dog repeatedly barks,train
85802,n-ONjcioqTw,80.0,a man speaks and birds chirp,train
85803,n-P_OLxAtH4,10.0,a person is snoring while sleeping,train
85800,n-KvF1QaWoM,30.0,the pig is producing an oink sound searching for its mother and its nervous about the situation,train
85801,n-MHUpBkiAw,13.0,a baby crying followed by loud humming and rustling,train
82074,kHfmqxbeb_g,30.0,a clock tick-tocks as clicking occurs,train
47468,N4M4nFVftC4,0.0,a child speaks continuously,train
85805,n-V3VB_s5ag,120.0,a person talking with a lot of whoosing and dinging sounds with yelling at the end,train
47466,N4KBT9KpC4g,90.0,children speak and giggle as music plays,train
46393,MPF-nNshbB8,70.0,a man speaks and a woman has a loud hiccup then the man and woman laugh,train
47464,N4ESwYZcuqI,10.0,humming of an engine revving in the distance,train
47465,N4HQyYYgd0c,350.0,people speak and a person sniffles and cries,train
47462,N48xU4PKz-8,8.0,an audience cheers and gives applause,train
47460,N44yZsGNhKo,80.0,"animals make sounds, then a woman clears her throats, yells twice, and whistles",train
47461,N46Xn1eOolA,30.0,a man speaking while water is trickling on and off,train
6891,1kNUHRIu60s,30.0,a woman talks quietly,train
6890,1kMKXcBjqPY,30.0,a vehicle engine is idling,train
6893,1kP0T0nF5ho,10.0,an aircraft flying overhead and crowd cheering,train
6892,1kNmOm3-byU,10.0,a baby is crying loudly,train
6895,1kQ7wmi_PwQ,100.0,"a tool motor is running and buzzing, and hissing sounds occur",train
6894,1kPokfw2ZNY,210.0,electronic screeching and a voice speaks,train
6897,1kQyTSDogf8,50.0,muffled speech and multiple gunshots,train
6896,1kQKAtpJFko,30.0,"music is playing, blasts occur, and squealing sounds are made",train
6899,1kThh0JTI1g,30.0,the sounds of a loud computer keyboard as a person types away,train
6898,1kSEQ2-Jn1k,0.0,running water and squeaking,train
52312,QFNIalRQiFE,270.0,constant clacking sounds followed by a man speaking,train
54676,RrreJ_E539M,90.0,water flows  as a woman starts talking very shortly thereafter,train
52313,QFSLHen4m5M,30.0,waves crash agaisnt a shoreline,train
52310,QFKy9uEB_Cc,50.0,a sewing machine operating followed by a hard object shuffling,train
71434,cYNUcPGIvnA,0.0,someone whistles and then a music is played,train
71435,cYYGPGW8vt4,30.0,a child talks in the distance as birds flap nearby,train
71436,cYbRsnOew9s,120.0,"a person types on a computer keyboard and then clicks a mouse, followed by speaking",train
17301,694M_gqjSRs,30.0,multiple individuals are conversing while waves are crashing in the background,train
71430,cYGt1nCIyGw,30.0,a baby cries and people speak,train
71431,cYIwZ9FnEV8,10.0,a man speaks and a woman coughs then a child laughs,train
71432,cYKw7jZJCkQ,60.0,a child speaks and taps an object,train
71433,cYLdssbL2m4,30.0,birds chirp repeatedly,train
52316,QFVVJc2Xf5Y,27.0,a robotic whirring noise while a fan is humming in the background,train
71438,cYmahl9gZqU,0.0,a dog barks several times followed by a person speaking,train
71439,cYqfSDt2B_A,70.0,a clicking occurs like a rotary dial,train
52317,QFWh7wPsYQI,0.0,"an engine idles steadily while another machine starts, stops, and then whines",train
3425,0Mfnu732qdg,7.0,vehicle driving noise with indistinct conversation and animal noises,train
52314,QFSefZu1Myc,27.0,two men speak and hissing occurs,train
52315,QFU-uMVIi74,30.0,a machine engine rumbling,train
77872,hDLsOvjr-h0,10.0,birds tweet and sing then a lion growls followed by surprised humans talking,train
38538,HJefzDdfP7Q,30.0,a baby cries and children talk,train
17309,69Ll0798BzM,30.0,several goats are bleating while someone hammers in the background,train
77876,hDUAa6cf_VI,50.0,someone is snoring over and over with gasps of breath in between snores,train
77877,hDYPcZL6WCc,30.0,a vehicle engine idles and people speak,train
39458,Htx0jD1t24M,10.0,a woman speaks then music plays and birds chirp,train
39459,HtxVLLm8HWA,190.0,a man speaks and a telephone dials,train
39456,HttrBk3xLXI,140.0,insects buzz and a man speaks,train
39457,Htu6jkKPJKw,280.0,multiple vehicle horns honk at the same time,train
39454,HtlHodojWks,25.0,a vehicle engine revs and idles,train
77879,hDcyCp8RgxU,24.0,tinkle tune while clock tick-tocks,train
39452,Htghr89KCkk,240.0,rustling occurs while wind blows,train
39453,HtlDBwIJ6cw,30.0,a man speaks followed by people applauding,train
39450,Htb6-FeiX8Q,30.0,birds chirping and a horse galloping followed by woman talking,train
39451,HtbReBdvJOY,20.0,the humming of an engine passing,train
31609,DErpHmcsxd0,30.0,people are talking while pigs are oinking,train
31608,DEqjTNDLx9g,25.0,beeping followed by a siren then people screaming and a thump,train
31603,DEo_WDaMuT0,50.0,some footsteps followed by a series of gunshots,train
31602,DEnIKPT-st0,60.0,"as rain falls nearby, a person speaks",train
31601,DEmew7OvWHM,30.0,a man talks nearby as a vehicle creaks,train
31600,DElAd-1YORY,30.0,wind blows and a horse walks causing clip-clopping as music plays,train
31607,DEqPVor5JJY,110.0,a person burps and laughs with another person,train
31606,DEqL96zMtVg,30.0,a man speaks as humming occurs,train
31605,DEpq8rR2ElQ,10.0,laughter followed by speech and cheering,train
31604,DEoqUpr_SKE,24.0,people speak as wind blows lightly,train
34125,EbiEDeYpjn0,50.0,vehicles pass by on a roadway and a man speaks,train
34124,EbfvsXvu0cw,30.0,clicking occurs as a person laughs and a girl speaks,train
34127,EbjSV21-4t4,1.0,a door opens and closes,train
34126,EbiUdQFO3-E,30.0,a woman speaks nearby,train
72318,dAcMCoOzTXY,160.0,a woman speaks then a telephone rings,train
72319,dAdxFOfn24A,90.0,a man speaks on a telephone with another man,train
34123,EbfI6Bb5cLQ,30.0,a swishing noise followed by a popping sound,train
34122,Ebf2y-86zMM,30.0,an explosion followed by a swooshing sound,train
72314,dAPua8AVF4I,30.0,people speak as a woman gives a speech while objects are moved around,train
72315,dAR8eVZkwWI,23.0,a woman speaks and sprays a liquid repeatedly,train
72316,dAS538mDytI,180.0,a hissing occurs repeatedly,train
72317,dAXMq_-3peo,14.0,a pop occurs briefly,train
34129,EbjeBf_4XoQ,0.0,a water tap runs and slurping occurs,train
72311,dAKW1WX8-Ik,30.0,a cat meows while a television plays then a man laughs,train
72312,dANLXyPeF9E,10.0,a vehicle engine revs and knocks,train
72313,dAPZCmhy4Oc,30.0,a locomotive engine chugging accompanied by occasional hissing noises,train
53049,QimczSWTyFA,30.0,a person talks nearby as pigeons fly and coo in the distance,train
53048,QikUYwk5df8,30.0,sheeps bleat and people speak,train
35830,Fe73sVkCoEQ,30.0,an emergency vehicle engine runs and siren wails,train
35831,FeCfebzrwpo,100.0,guns are shot several times,train
35833,FeId6kuHLd0,260.0,a power tool turns on and runs causing hissing as a man speaks,train
35834,FeJglCdt0Ew,50.0,"an engine running with bells ringing and a brief, loud horn",train
35835,FeKn8dngskk,30.0,someone speaks over static and a machine beeps,train
35837,FeNPa1m2rZ4,26.0,an animal makes a defense noise,train
35838,FeQ9s4-2yk4,17.0,rain falls and sheep bleat quietly,train
35839,FeRjviLlXZg,260.0,humming of a high frequency motor,train
56348,SzOsH4E-j2Q,90.0,a child speaks and a man speaks,train
53044,QiVMqA9FWeQ,5.0,a telephone rings and ducks quack,train
53047,QikDHI291OE,380.0,birds chirp and a vehicle passes blowing its horn then a man speaks,train
53402,QyUW6-Xc8PQ,540.0,people speak and a dog whimpers as a child speaks,train
53046,QiaqEgQxGnI,30.0,a vehicle engine runs and a man speaks,train
31773,DKp4wHDWHa8,120.0,a woman speaking with laughter  and children speaking,train
53041,QiLrxKeioNU,0.0,rain falls on a surface nearby as wind blows,train
53040,QiG-NcsplCU,60.0,a person is snoring while sleeping,train
100783,yRy5cuBI2cc,200.0,a woman shouting while a vehicle engine runs idle then accelerates before powering off and stuttering followed by a woman talking,train
100780,yRvgq8k9oK4,0.0,a child laughing continuously,train
100781,yRwYEeZodZQ,20.0,an infant whining and crying with brief male speech,train
100786,ySCuyMe4sQg,30.0,artillery firing and then man speaks,train
53043,QiP6G9GwZvo,470.0,a man speaks then gunshots occur,train
100784,yS-WMQaAyFA,0.0,"hissing occurs, then a large volume of water gurgles and bubbles",train
100785,yS6XW0lRFP4,7.0,a crowd cheering and yelling followed later by a faint oink,train
100788,ySRiBwykQ0s,30.0,repetitive ticking of a clock followed by a light click,train
53042,QiNDkRPFvEA,60.0,an engine works and wind blows while something fires far away,train
50924,PJq6Wnj-lto,30.0,"an adult male is speaking, during which time clicking and scuffing occur, and vehicle traffic is present in the background",train
7474,2-J-Um-ScNc,30.0,water is rushing and splashing,train
7475,2-LS7o71Jg0,1.0,"speed boat slowing down at sea , waves heard followed by male voice",train
50921,PJlbp9RVBGg,0.0,a man speaks then gunshots occur and metal rings repeatedly,train
50920,PJkiZGD4cOs,11.0,wind blows heavily and water splashes,train
1077,-OanE09iAA4,0.0,two females laughing and coughing,train
17548,6G5H81qDvW4,10.0,sharp high frequency humming of a small engine,train
17549,6G604qxWaNQ,30.0,a man gives a speech,train
17540,6FlVbSWS7D8,27.0,rustling noise followed by a revving and then a dog whimpers,train
17541,6FoKBRFK970,60.0,ducks quack and splash in water,train
17542,6FthVAI5BrA,60.0,bell rings a man speaks and the bell rings twice more,train
17543,6FtwZp-UG7g,30.0,a cat meows in the distance,train
17544,6FuCKJSZpj8,13.0,many frogs croaking,train
17545,6FvJSHjh7a0,30.0,a man speaking over faint music,train
17546,6FyE9zEYxng,30.0,"electronic beeping occurs, an adult male speaks, a dog barks, and a crowd of people talk in the background",train
17547,6G11Ve9d1MQ,30.0,"the wind is blowing, two cats caterwaul menacingly, and an adult male speaks in the background",train
101433,yysUQzqzCI0,0.0,faint ticks followed by humming,train
101432,yyqd2m366M8,20.0,bangs and loud dry rubbing,train
101431,yyo9DY0YEXg,70.0,a siren rings in the distance while several cars are passing by,train
101430,yyjxNpZNwhM,10.0,an engine starting followed by revving,train
101437,yywY6aehuvI,10.0,an engine is running while man speaks,train
101436,yywGJu6jp8U,30.0,train passing with ringing alarm bells and distant waves,train
101435,yyuuiFG_Ihk,80.0,loud snoring with a person laughing,train
101434,yyuExzTLr_4,8.0,humming of an engine as it idles and accelerates followed by a person speaking,train
101439,yz2bDQgx5jY,30.0,humming of an engine followed by a man speaking,train
101438,yz1hEI7fEy8,30.0,an emergency vehicle makes siren noise,train
77784,h9aoh9sOTDQ,30.0,an object is hit multiple times then people speak and laugh,train
20638,7i5Ih0DdUhk,50.0,a horse is trotting fast and gravel is being scratched and birds chirp,train
20639,7i8tr14DaOI,30.0,a small dog barks a few times and a person speaks,train
63713,Y5fa5p1zPmw,10.0,an emergency vehicle siren wails and horn blows while an engine runs,train
20630,7hszuEJGCZQ,30.0,an ambulance blares is siren and passes by,train
20631,7huky4EJGGc,26.0,people are having a conversation and sheep bleats in the distance,train
20632,7hyM_EqSO1g,0.0,baby sobbing followed by a cry,train
20633,7hzmYjIlf_4,330.0,a crowd is lightly clapping for several seconds,train
20634,7i-7CuQk5Ck,30.0,a muffled noise followed by a bird loudly chirping,train
20635,7i0_mHb6oOU,7.0,rain is falling hard and thunder is rumbling,train
20636,7i0pfNiJqyw,7.0,clicking and vibrating followed by a large explosion,train
20637,7i2gPewuazM,130.0,beeps and buzzing is going off while a man speaks and starts an engine,train
6042,1PmZc3PZS94,260.0,an adult male is talking and food is frying,train
8602,2Rssb5LSfhQ,30.0,an animal whimpers while a woman speaks and a dog barks,train
6040,1Pl7lEulxTE,20.0,a drill is being used,train
6041,1Pm0lEmlShs,30.0,a digital beeping,train
6047,1Pxla4qIsc4,50.0,whooshing followed with a faint click then strong water pouring,train
6044,1PnR1ENaaUo,0.0,a door is closing and a man is groaning,train
6045,1PtJ6jckef0,30.0,audience clapping and woman begins to speak,train
6048,1PyOibWAHL8,30.0,"wings are flapping, and birds are chirping and cooing",train
6049,1Q19wPI_cX0,30.0,a cat is meowing very loudly,train
15926,5X6zMn9fkzQ,30.0,a clock is ticking very very quietly,train
51804,PtDWnQpM8S4,2.0,people are talking when a large bursting explosion is followed by screams,train
15927,5X81qN7PLCw,560.0,crashing and booming are occurring,train
15920,5WvuMN8nr0g,120.0,a child cries and whines,train
8607,2S5icHDJ-0c,30.0,a man is giving a speech,train
10019,31i88DtOVBs,30.0,"an adult male speaks, an engine is droning, and children speak in the background",train
10018,31fU9wnGfLE,0.0,couple laughing with child,train
15922,5X-a6-tgifI,10.0,a sewing machine runs followed by a clang,train
10013,31Yl61CS8V8,50.0,sheep are bleating increasingly intensely,train
10012,31YSzjhH4Tg,30.0,a man is talking and birds are cooing,train
10011,31WHvfLc5bE,30.0,a man delivers a speech,train
10017,31bNQLPsai0,60.0,"a woman talking, scraping, and water pouring",train
10015,31_5YQz0ReA,30.0,stream with gurgling water and people laughing,train
10014,31ZDzbn8CY8,530.0,a man is typing and talking,train
97252,vjrKAfUVEFg,30.0,humming of loud engines with people speaking and a man speaking over a loudspeaker,train
80085,ioJS8S57wGY,180.0,computer typing followed by a man talking,train
80084,ioGggVlgYnM,80.0,a steam engine whistle blows and a man speaks,train
95358,uFEjkMGuIr0,20.0,thunder rumbling from far away,train
53599,R76tiWS1qlU,560.0,a helicopter engine runs as people speak,train
63287,XmTDIh8Bev4,30.0,birds coping and flapping their wings with people speaking,train
80081,io0zXRLIFeg,30.0,pigeons coo and move around,train
97254,vjyRcTWAtzw,50.0,a bell rings out playing a song,train
63282,XmMX8VX21OA,20.0,High pitched spraying with intermittent drilling.,train
63283,XmN9bilfiJ0,30.0,an engine works while a gun is shot,train
55498,SPD7dfBWolc,110.0,"a flowing stream, a bird chirping",train
84368,lyJhLlGFuwg,20.0,A music is played while a woman and a man speak and people laugh.,train
84369,lyKxwtEYMsI,0.0,multiple children and an adult speaks,train
84364,ly9cIUnqlxo,320.0,"a person talks nearby, and then emergency vehicles sound in the distance as people continue to talk.",train
84365,lyCvUKV6DH4,30.0,man and woman speak while a crowd cheers with ticking in the background,train
84366,lyIy6h_P2WE,190.0,rustling occurs and birds chirp,train
84367,lyJ6DOXisdw,60.0,a bird tweeting and whistling,train
